date,temperature_2m,apparent_temperature,relative_humidity_2m,dew_point_2m,precipitation,rain,showers,snowfall,precipitation_probability,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,wind_speed_10m,wind_speed_80m,wind_speed_120m,wind_speed_180m,wind_direction_10m,wind_direction_80m,wind_direction_120m,wind_direction_180m,wind_gusts_10m,pressure_msl,surface_pressure,weather_code,hour,day,is_weekend
2025-08-08 23:30:00+00:00,26.374,33.07367,96.0,25.684055,0.9,0.0,0.9,0.0,88.0,100.0,78.0,92.0,100.0,3.396233,6.8777895,9.0,9.659814,212.00534,222.87889,233.13002,243.43501,11.5199995,1004.9,999.07477,80.0,23,2025-08-08,False
2025-08-09 00:30:00+00:00,26.574001,33.185177,95.0,25.706366,1.1,0.0,1.0,0.0,87.0,100.0,79.0,86.0,100.0,4.1046314,7.127636,9.0,10.636766,217.87505,224.9999,233.13002,246.0375,13.32,1005.4,999.5759,80.0,0,2025-08-09,True
2025-08-09 01:30:00+00:00,26.874,33.21277,92.0,25.46329,1.1,0.0,1.0,0.0,86.0,100.0,80.0,80.0,100.0,4.8433046,7.42159,8.4963045,11.841756,228.01286,230.90614,233.61555,250.46326,15.119999,1006.0,1000.1781,80.0,1,2025-08-09,True
2025-08-09 02:30:00+00:00,27.274,33.547897,90.0,25.488623,1.1,0.0,1.0,0.0,83.0,100.0,81.0,74.0,100.0,5.3999996,7.491114,7.7879906,12.0694,233.13002,234.78232,236.3099,252.64589,16.919998,1006.4,1000.5836,80.0,2,2025-08-09,True
2025-08-09 03:30:00+00:00,27.774,34.182148,88.0,25.602879,0.7,0.0,0.8,0.0,81.0,100.0,79.0,77.0,100.0,5.00128,6.792466,6.6087217,10.137692,239.74365,237.99466,240.64233,253.49556,17.64,1006.7,1000.89124,95.0,3,2025-08-09,True
2025-08-09 04:30:00+00:00,28.324001,34.843655,85.0,25.558632,0.7,0.0,0.8,0.0,79.0,100.0,78.0,81.0,100.0,4.0249224,5.315336,5.4833565,7.289444,243.43501,241.69934,246.80138,249.77505,18.359999,1006.8,1001.00134,95.0,4,2025-08-09,True
2025-08-09 05:30:00+00:00,28.874,35.50671,83.0,25.695433,0.7,0.0,0.8,0.0,78.0,100.0,76.0,84.0,100.0,3.8773184,5.0142193,5.3517847,5.4833565,248.19853,248.96242,250.34608,246.80138,19.08,1006.7,1000.9126,95.0,5,2025-08-09,True
2025-08-09 06:30:00+00:00,29.374,35.891838,81.0,25.771706,0.4,0.0,0.4,0.0,79.0,100.0,79.0,79.0,100.0,5.0142193,6.489992,6.830519,6.6185193,248.96242,250.55988,251.56496,247.61981,20.16,1006.0,1000.2261,95.0,6,2025-08-09,True
2025-08-09 07:30:00+00:00,29.824001,36.263374,80.0,25.999807,0.4,0.0,0.4,0.0,81.0,100.0,82.0,74.0,100.0,6.6185193,9.227524,9.565437,9.360001,247.61981,249.44388,250.20103,247.3801,21.599998,1005.1,999.33966,95.0,7,2025-08-09,True
2025-08-09 08:30:00+00:00,30.074001,36.56443,80.0,26.242846,0.4,0.0,0.4,0.0,84.0,100.0,85.0,69.0,100.0,7.42159,10.495713,10.966713,10.966713,247.1663,247.8336,246.80138,246.80138,22.68,1004.3,998.549,95.0,8,2025-08-09,True
2025-08-09 09:30:00+00:00,30.124,36.86898,81.0,26.501978,0.4,0.0,0.4,0.0,87.0,100.0,81.0,65.0,100.0,6.9247384,10.144082,10.630672,10.630672,242.10283,242.52565,241.69934,241.69934,20.519999,1003.8,998.0528,80.0,9,2025-08-09,True
2025-08-09 10:30:00+00:00,29.974,36.94301,82.0,26.563978,0.4,0.0,0.4,0.0,89.0,100.0,78.0,60.0,100.0,5.692099,9.0,9.290511,9.793059,235.30478,233.13002,234.46223,233.97253,18.72,1003.6,997.8511,80.0,10,2025-08-09,True
2025-08-09 11:30:00+00:00,29.724,36.973072,84.0,26.72896,0.4,0.0,0.4,0.0,90.0,100.0,74.0,56.0,100.0,4.5820518,7.6367526,8.14587,8.913181,224.9999,224.9999,224.9999,226.63654,16.56,1003.6,997.8464,80.0,11,2025-08-09,True
2025-08-09 12:30:00+00:00,29.224,36.767014,87.0,26.835201,1.0,0.0,1.0,0.0,89.0,100.0,63.0,60.0,100.0,3.096837,5.904439,6.9153743,8.161764,215.53777,217.56866,218.65984,221.42357,14.04,1004.2,998.4336,80.0,12,2025-08-09,True
2025-08-09 13:30:00+00:00,28.624,36.44348,90.0,26.820805,1.0,0.0,1.0,0.0,86.0,100.0,52.0,64.0,100.0,1.1384199,4.198285,5.692099,7.42159,198.43504,210.96368,214.69522,219.09384,11.159999,1005.1,999.3168,80.0,13,2025-08-09,True
2025-08-09 14:30:00+00:00,28.074001,35.8645,92.0,26.650753,1.0,0.0,1.0,0.0,83.0,100.0,41.0,68.0,100.0,0.5091169,3.0758414,5.00128,6.9153743,135.0001,200.55612,210.25635,218.65984,8.64,1005.7,999.9031,80.0,14,2025-08-09,True
2025-08-09 15:30:00+00:00,27.774,35.453518,93.0,26.537174,1.3,0.0,1.3,0.0,80.0,100.0,52.0,68.0,100.0,0.71999997,3.396233,5.3999996,6.8777895,180.0,212.00534,216.86998,222.87889,9.0,1005.9,1000.0959,95.0,15,2025-08-09,True
2025-08-09 16:30:00+00:00,27.524,34.871883,93.0,26.28945,1.3,0.0,1.3,0.0,76.0,100.0,63.0,67.0,100.0,1.8,4.6102495,6.1094027,6.8777895,216.86998,218.65984,224.9999,227.12111,9.36,1005.9,1000.09125,95.0,16,2025-08-09,True
2025-08-09 17:30:00+00:00,27.324001,34.418076,93.0,26.091274,1.3,0.0,1.3,0.0,73.0,100.0,74.0,67.0,100.0,2.5959969,5.6233797,6.8777895,7.145796,213.6901,219.80553,227.12111,229.08571,9.72,1005.7,999.8886,95.0,17,2025-08-09,True
2025-08-09 18:30:00+00:00,27.124,34.185078,94.0,26.073792,1.1,0.0,1.1,0.0,70.0,100.0,75.0,72.0,100.0,2.7416782,5.634891,6.638072,6.8777895,203.19862,206.56499,220.60121,222.87889,10.08,1005.4,999.58655,95.0,18,2025-08-09,True
2025-08-09 19:30:00+00:00,26.924002,33.825245,94.0,25.875343,1.1,0.0,1.1,0.0,67.0,100.0,75.0,76.0,100.0,2.9024127,5.8048253,6.439876,6.696387,187.12492,187.12492,206.56499,216.25392,10.799999,1004.9,999.08545,95.0,19,2025-08-09,True
2025-08-09 20:30:00+00:00,26.774,33.643764,95.0,25.905079,1.1,0.0,1.1,0.0,64.0,100.0,76.0,81.0,100.0,3.2599385,6.489992,6.725354,6.6087217,173.6599,176.82024,195.52417,209.35765,11.159999,1004.6,998.7843,95.0,20,2025-08-09,True
2025-08-09 21:30:00+00:00,26.574001,33.30836,95.0,25.706366,0.4,0.0,0.4,0.0,61.0,100.0,79.0,76.0,100.0,3.2599385,6.849467,7.072878,7.10031,173.6599,176.98727,194.7436,210.46547,10.08,1004.6,998.7805,80.0,21,2025-08-09,True
2025-08-09 22:30:00+00:00,26.374,33.093548,96.0,25.684055,0.4,0.0,0.4,0.0,59.0,100.0,81.0,72.0,100.0,3.2599385,6.8399997,7.628263,8.0899935,173.6599,180.0,199.29015,212.27562,9.0,1004.7,998.8759,80.0,22,2025-08-09,True
2025-08-09 23:30:00+00:00,26.374,32.977238,95.0,25.507648,0.4,0.0,0.4,0.0,58.0,100.0,84.0,67.0,100.0,3.2399998,6.489992,7.628263,8.587338,180.0,183.17976,199.29015,213.02386,7.92,1005.0,999.1742,80.0,23,2025-08-09,True
2025-08-10 00:30:00+00:00,26.574001,33.138138,94.0,25.528057,0.3,0.0,0.3,0.0,57.0,100.0,83.0,67.0,100.0,3.6,6.130579,7.072878,8.587338,180.0,183.3664,194.7436,213.02386,9.0,1005.5,999.6753,80.0,0,2025-08-10,True
2025-08-10 01:30:00+00:00,26.974,33.505608,92.0,25.562246,0.3,0.0,0.3,0.0,57.0,100.0,81.0,68.0,100.0,3.9763298,5.771239,6.2145634,8.217153,185.19434,183.57626,190.00792,208.8107,10.08,1006.1,1000.27936,80.0,1,2025-08-10,True
2025-08-10 02:30:00+00:00,27.524,34.04438,89.0,25.54703,0.3,0.0,0.3,0.0,58.0,100.0,80.0,68.0,100.0,3.9763298,5.0528407,5.4119864,7.4128532,185.19434,184.08554,183.814,209.0545,11.159999,1006.5,1000.68774,80.0,2,2025-08-10,True
2025-08-10 03:30:00+00:00,28.424002,35.112637,85.0,25.656607,0.3,0.0,0.3,0.0,59.0,96.0,76.0,65.0,76.0,3.319036,4.0249224,4.3349743,6.12,192.5288,190.3048,184.76355,208.07239,11.159999,1006.5,1000.70496,3.0,3,2025-08-10,True
2025-08-10 04:30:00+00:00,29.524,36.490513,81.0,25.917765,0.3,0.0,0.3,0.0,60.0,93.0,73.0,63.0,52.0,2.6208394,3.0758414,3.4152596,4.198285,195.94547,200.55612,198.43504,210.96368,11.159999,1006.3,1000.5272,3.0,4,2025-08-10,True
2025-08-10 05:30:00+00:00,30.324001,37.461067,78.0,26.057201,0.3,0.0,0.3,0.0,62.0,89.0,69.0,60.0,28.0,2.0991426,2.5959969,2.9024127,2.9024127,210.96368,213.6901,209.7448,209.7448,11.159999,1006.1,1000.3434,3.0,5,2025-08-10,True
2025-08-10 06:30:00+00:00,30.624,37.27665,77.0,26.129475,0.1,0.0,0.1,0.0,63.0,92.0,79.0,56.0,41.0,5.7599998,6.8399997,6.8399997,7.2,270.0,270.0,270.0,270.0,19.44,1005.4,999.653,3.0,6,2025-08-10,True
2025-08-10 07:30:00+00:00,30.924002,37.61734,76.0,26.198305,0.1,0.0,0.1,0.0,65.0,96.0,81.0,56.0,70.0,5.8048253,6.924738,7.2805495,7.2805495,262.8751,261.02747,261.46933,261.46933,20.519999,1004.5,998.76385,3.0,7,2025-08-10,True
2025-08-10 08:30:00+00:00,31.074001,37.743385,75.0,26.118977,0.1,0.0,0.1,0.0,66.0,100.0,83.0,57.0,100.0,5.5887027,7.072878,7.42159,7.42159,255.06853,255.2564,255.96373,255.96373,21.599998,1003.8,998.0707,3.0,8,2025-08-10,True
2025-08-10 09:30:00+00:00,30.974,37.611416,75.0,26.022554,0.6,0.0,0.6,0.0,67.0,94.0,75.0,55.0,72.0,5.3517847,7.172949,7.172949,7.172949,250.34608,252.47433,252.47433,252.47433,20.519999,1003.2,997.4722,80.0,9,2025-08-10,True
2025-08-10 10:30:00+00:00,30.674002,37.448486,77.0,26.17785,0.6,0.0,0.6,0.0,68.0,88.0,66.0,53.0,44.0,5.154415,6.9527545,6.9527545,7.0911775,245.22488,248.74942,248.74942,246.0375,19.08,1002.8,997.0688,80.0,10,2025-08-10,True
2025-08-10 11:30:00+00:00,30.274,37.128944,79.0,26.224194,0.6,0.0,0.6,0.0,68.0,82.0,58.0,51.0,16.0,4.829907,6.763786,6.763786,7.24486,243.43501,244.7989,244.7989,243.43501,18.0,1002.7,996.962,80.0,11,2025-08-10,True
2025-08-10 12:30:00+00:00,29.624,36.74063,83.0,26.427975,1.3,0.0,1.3,0.0,68.0,81.0,60.0,46.0,16.0,4.0249224,6.763786,7.0911775,7.5685663,243.43501,244.7989,246.0375,244.65387,15.84,1003.1,997.34735,95.0,12,2025-08-10,True
2025-08-10 13:30:00+00:00,28.874,36.106804,87.0,26.491316,1.3,0.0,1.3,0.0,67.0,81.0,62.0,42.0,17.0,3.5455887,6.6185193,7.5685663,8.373386,246.0375,247.61981,244.65387,244.5367,13.32,1003.8,998.02924,95.0,13,2025-08-10,True
2025-08-10 14:30:00+00:00,28.274,35.723778,91.0,26.662941,1.3,0.0,1.3,0.0,67.0,80.0,64.0,37.0,17.0,2.9024127,6.439876,8.049845,8.854829,240.2552,243.43501,243.43501,243.43501,11.159999,1004.4,998.61426,95.0,14,2025-08-10,True
2025-08-10 15:30:00+00:00,27.974,35.5282,93.0,26.73535,0.1,0.0,0.1,0.0,66.0,87.0,55.0,36.0,45.0,2.5455842,6.4096174,8.209263,9.290511,224.9999,231.84273,232.12495,234.46223,9.36,1004.7,998.9069,3.0,15,2025-08-10,True
2025-08-10 16:30:00+00:00,27.824001,35.243786,93.0,26.58672,0.1,0.0,0.1,0.0,64.0,93.0,47.0,36.0,72.0,2.7416782,6.489992,8.435069,10.182337,203.19862,213.6901,219.80553,224.9999,7.92,1005.0,999.20233,3.0,16,2025-08-10,True
2025-08-10 17:30:00+00:00,27.674002,35.084328,94.0,26.619522,0.1,0.0,0.1,0.0,63.0,100.0,38.0,35.0,100.0,2.968636,7.24486,9.085988,10.97262,194.03627,206.56499,213.6901,221.00899,6.12,1005.0,999.1993,3.0,17,2025-08-10,True
2025-08-10 18:30:00+00:00,27.424002,34.819096,95.0,26.550894,0.5,0.0,0.5,0.0,62.0,100.0,42.0,34.0,100.0,2.7416782,7.289445,9.726664,11.457958,203.19862,212.90524,218.991,226.27295,7.92,1004.7,998.8963,80.0,18,2025-08-10,True
2025-08-10 19:30:00+00:00,27.224,34.507713,95.0,26.352182,0.5,0.0,0.5,0.0,61.0,100.0,46.0,32.0,100.0,2.5455842,7.6367526,9.957108,12.096214,224.9999,224.9999,229.39879,233.47105,9.72,1004.1,998.2959,80.0,19,2025-08-10,True
2025-08-10 20:30:00+00:00,27.024,34.24098,96.0,26.330727,0.5,0.0,0.5,0.0,60.0,100.0,50.0,31.0,100.0,2.9024127,7.491114,10.1887,12.24,240.2552,234.78232,237.99466,241.92761,11.5199995,1003.8,997.99365,80.0,20,2025-08-10,True
2025-08-10 21:30:00+00:00,26.824001,34.04824,97.0,26.307148,0.1,0.0,0.1,0.0,59.0,97.0,50.0,28.0,90.0,2.7416782,6.9247384,9.504273,11.503113,246.80138,242.10283,245.37645,249.86362,10.799999,1003.8,997.98987,45.0,21,2025-08-10,True
2025-08-10 22:30:00+00:00,26.674002,33.8418,97.0,26.15772,0.1,0.0,0.1,0.0,58.0,93.0,51.0,26.0,80.0,2.4149535,6.151683,8.557102,10.308831,243.43501,249.44386,255.37909,257.90524,9.72,1004.0,998.18585,45.0,22,2025-08-10,True
2025-08-10 23:30:00+00:00,26.724,33.99586,97.0,26.207531,0.1,0.0,0.1,0.0,58.0,90.0,51.0,23.0,70.0,1.9386592,5.506941,7.5942073,9.3876505,248.19853,258.6901,264.55975,265.60138,9.0,1004.3,998.4851,45.0,23,2025-08-10,True
2025-08-11 00:30:00+00:00,27.074001,34.3572,95.0,26.203148,0.2,0.0,0.2,0.0,58.0,86.0,50.0,31.0,54.0,1.835647,4.379589,5.771239,7.92,258.6901,260.53775,266.42374,270.0,9.72,1004.7,998.8894,80.0,0,2025-08-11,False
2025-08-11 01:30:00+00:00,27.624,34.907795,92.0,26.20546,0.2,0.0,0.2,0.0,58.0,83.0,48.0,40.0,39.0,1.835647,3.319036,3.9763298,6.4799995,258.6901,257.4712,264.80566,270.0,10.799999,1005.2,999.39716,80.0,1,2025-08-11,False
2025-08-11 02:30:00+00:00,28.324001,35.593822,89.0,26.335367,0.2,0.0,0.2,0.0,59.0,79.0,47.0,48.0,23.0,2.5455842,2.968636,2.9024127,5.7599998,261.87,255.96373,262.8751,270.0,11.5199995,1005.5,999.7088,80.0,2,2025-08-11,False
2025-08-11 03:30:00+00:00,29.224,36.35018,85.0,26.44035,0.2,0.0,0.2,0.0,59.0,86.0,56.0,46.0,49.0,4.0249224,4.452954,4.379589,6.489992,259.69522,255.96373,260.53775,266.82022,14.04,1005.5,999.72614,3.0,3,2025-08-11,False
2025-08-11 04:30:00+00:00,30.224,37.095554,80.0,26.388662,0.2,0.0,0.2,0.0,60.0,93.0,64.0,45.0,74.0,5.506941,6.638072,6.924738,7.6367526,258.6901,257.4712,261.02747,261.87,16.199999,1005.3,999.5461,3.0,4,2025-08-11,False
2025-08-11 05:30:00+00:00,31.074001,38.237225,76.0,26.343172,0.2,0.0,0.2,0.0,61.0,100.0,73.0,43.0,100.0,6.924738,8.4042845,8.759178,8.759178,261.02747,260.13425,260.53775,260.53775,18.72,1004.9,999.1644,3.0,5,2025-08-11,False
2025-08-11 06:30:00+00:00,31.674002,38.81812,73.0,26.239145,0.0,0.0,0.0,0.0,62.0,100.0,73.0,41.0,100.0,7.2359104,9.0645685,9.422101,9.422101,264.2895,263.15732,263.41815,263.41815,19.44,1004.2,998.4796,3.0,6,2025-08-11,False
2025-08-11 07:30:00+00:00,32.073997,38.827877,71.0,26.152693,0.0,0.0,0.0,0.0,63.0,100.0,72.0,40.0,100.0,7.5599995,9.3669195,9.726665,9.726665,270.0,267.79745,267.87894,267.87894,20.519999,1003.3,997.5922,3.0,7,2025-08-11,False
2025-08-11 08:30:00+00:00,32.224,38.778137,71.0,26.296307,0.0,0.0,0.0,0.0,63.0,100.0,72.0,38.0,100.0,7.208994,9.3669195,9.3669195,9.726665,272.86234,272.20255,272.20255,272.12103,21.24,1002.6,996.899,3.0,8,2025-08-11,False
2025-08-11 09:30:00+00:00,31.924002,38.536674,72.0,26.24564,0.3,0.0,0.3,0.0,64.0,100.0,66.0,36.0,100.0,6.5693827,8.759178,8.707238,8.707238,279.46225,279.46225,277.1249,277.1249,20.16,1002.0,996.2969,3.0,9,2025-08-11,False
2025-08-11 10:30:00+00:00,31.374,38.244915,75.0,26.40822,0.3,0.0,0.3,0.0,65.0,100.0,60.0,35.0,100.0,5.5887027,7.5170207,7.5170207,7.5170207,284.93146,286.6993,286.6993,286.6993,18.72,1001.5,995.78937,3.0,10,2025-08-11,False
2025-08-11 11:30:00+00:00,30.774,37.857185,78.0,26.493248,0.3,0.0,0.3,0.0,65.0,100.0,54.0,33.0,100.0,4.5536795,6.151683,6.489992,6.489992,288.43503,290.55612,289.44012,289.44012,17.64,1001.4,995.6787,3.0,11,2025-08-11,False
2025-08-11 12:30:00+00:00,30.224,37.572304,81.0,26.599342,0.0,0.0,0.0,0.0,65.0,100.0,52.0,28.0,100.0,3.2599385,4.6938252,5.0911684,5.4477882,276.3401,274.39862,278.13,277.59454,13.679999,1001.8,996.06616,3.0,12,2025-08-11,False
2025-08-11 13:30:00+00:00,29.674002,37.364685,85.0,26.881193,0.0,0.0,0.0,0.0,65.0,100.0,49.0,24.0,100.0,2.3051248,4.198285,4.5536795,5.2416787,231.34016,239.0363,251.56496,254.05453,9.72,1002.5,996.7518,3.0,13,2025-08-11,False
2025-08-11 14:30:00+00:00,29.174002,36.873917,88.0,26.980465,0.0,0.0,0.0,0.0,65.0,100.0,47.0,19.0,100.0,2.7416782,5.3999996,5.3517847,5.991594,203.19862,216.86998,227.72638,237.26477,5.7599998,1003.1,997.3389,3.0,14,2025-08-11,False
2025-08-11 15:30:00+00:00,28.774,36.41757,90.0,26.968819,0.5,0.0,0.5,0.0,65.0,100.0,47.0,27.0,100.0,3.0758414,6.696387,7.127636,7.42159,200.55612,216.25392,224.9999,230.90614,6.8399997,1003.6,997.8285,80.0,15,2025-08-11,False
2025-08-11 16:30:00+00:00,28.474,36.127945,92.0,27.046558,0.5,0.0,0.5,0.0,65.0,100.0,47.0,35.0,100.0,3.396233,7.928177,9.178235,8.942214,212.00534,219.47243,228.17992,229.89915,8.28,1004.1,998.3197,80.0,16,2025-08-11,False
2025-08-11 17:30:00+00:00,28.174002,35.757748,93.0,26.933527,0.5,0.0,0.5,0.0,65.0,100.0,47.0,43.0,100.0,3.319036,8.404285,10.233123,9.793059,220.60121,223.26433,230.71062,233.97253,9.36,1004.3,998.513,80.0,17,2025-08-11,False
